CELL_LINE,COMPOUND_A,COMPOUND_B,MAX_CONC_A,MAX_CONC_B,IC50_A,H_A,Einf_A,IC50_B,H_B,Einf_B,SYNERGY_SCORE,QA,COMBINATION_ID,MARK
HCC1569,ERBB,MTOR_1,1.0,3.0,0.0001,0.1,66.33521891,3.0,0.2152073,67.56869582,6.16941,1,ERBB.MTOR_1,TRAINSET
HCC1806,ERBB,MTOR_1,1.0,1.0,0.171633887,1.4746113,9.69665008,1.0,0.0,100.0,3.972506,1,ERBB.MTOR_1,TRAINSET
HCC1954,ERBB,MTOR_1,1.0,3.0,0.075034799,3.7403569,18.84746036,0.111944978,0.8956798,29.2321781,58.95993,1,ERBB.MTOR_1,TRAINSET
Hs-578-T,ERBB,MTOR_1,1.0,1.0,0.285208737,0.8035668,0.0,0.0001,0.1,91.25598047,1.693221,1,ERBB.MTOR_1,TRAINSET
MDA-MB-231,ERBB,MTOR_1,1.0,1.0,0.323572741,0.9174724,24.76690413,1.0,0.0,100.0,-2.906901,1,ERBB.MTOR_1,TRAINSET
MDA-MB-361,ERBB,MTOR_1,1.0,3.0,0.130810333,1.6520345,27.81521214,0.300626836,0.8680601,33.50743433,48.05224,1,ERBB.MTOR_1,TRAINSET
MDA-MB-415,ERBB,MTOR_1,1.0,3.0,0.066685649,1.6138069,22.58096012,1.0,0.0,100.0,12.17432,1,ERBB.MTOR_1,TRAINSET
MDA-MB-468,ERBB,MTOR_1,1.0,3.0,0.196390716,2.0076634,15.16322207,3.0,0.212982,22.41519413,53.9436,1,ERBB.MTOR_1,TRAINSET
MDA-MB-468,ERBB,MTOR_1,1.0,1.0,1.0,1.117996,53.04136267,0.06156273,1.6927586,86.94597818,45.40276,1,ERBB.MTOR_1,TRAINSET
M14,ERBB,MTOR_1,1.0,1.0,0.323543876,10.0,65.89948727,0.214275234,10.0,47.38588422,-9.21672,-1,ERBB.MTOR_1,TRAINSET
BT-20,ERBB,PIK3CA_4,1.0,1.0,0.221478661,1.3825472,61.11384102,0.287679001,3.5108834,74.28126852,22.22986,1,ERBB.PIK3CA_4,TRAINSET
CAL-120,ERBB,PIK3CA_4,1.0,1.0,0.037179605,10.0,82.79981388,0.0001,0.1,85.66275794,-30.30016,1,ERBB.PIK3CA_4,TRAINSET
CAL-148,ERBB,PIK3CA_4,1.0,1.0,1.0,1.2322903,18.12287298,1.0,0.0,100.0,-33.58861,-1,ERBB.PIK3CA_4,TRAINSET
CAMA-1,ERBB,PIK3CA_4,1.0,1.0,1.0,0.0,100.0,1.0,0.0,100.0,-54.48843,1,ERBB.PIK3CA_4,TRAINSET
DU-4475,ERBB,PIK3CA_4,1.0,1.0,0.142616782,0.6938155,14.13636385,1.0,0.0,100.0,-33.75685,-1,ERBB.PIK3CA_4,TRAINSET
HCC1187,ERBB,PIK3CA_4,1.0,1.0,0.189207356,1.2369042,50.19742637,1.0,10.0,90.00004953,10.27425,1,ERBB.PIK3CA_4,TRAINSET
HCC1428,ERBB,PIK3CA_4,1.0,1.0,1.0,0.1782707,83.93750259,0.0001,0.1,89.86709616,4.725561,1,ERBB.PIK3CA_4,TRAINSET
HCC1937,ERBB,PIK3CA_4,1.0,1.0,1.0,0.3112818,72.65586031,0.006875254,1.224304,77.90838181,16.48142,1,ERBB.PIK3CA_4,TRAINSET
HCC38,ERBB,PIK3CA_4,1.0,1.0,1.0,10.0,87.00025981,0.017670757,10.0,94.49667688,8.18666,1,ERBB.PIK3CA_4,TRAINSET
Hs-578-T,ERBB,PIK3CA_4,1.0,1.0,0.304208285,10.0,81.29984867,0.173763912,10.0,92.35577792,5.811497,1,ERBB.PIK3CA_4,TRAINSET
MDA-MB-436,ERBB,PIK3CA_4,1.0,1.0,0.269759902,10.0,85.19954438,0.288229205,10.0,83.79987936,-14.51429,1,ERBB.PIK3CA_4,TRAINSET
MFM-223,ERBB,PIK3CA_4,1.0,1.0,0.705352561,0.6496082,0.0,1.0,1.0277638,76.24620892,-28.81766,1,ERBB.PIK3CA_4,TRAINSET
M14,ERBB,PIK3CA_4,1.0,1.0,0.080044451,10.0,78.94959583,0.221924264,10.0,40.7176149,-18.21009,-1,ERBB.PIK3CA_4,TRAINSET
BT-549,AKT_1,ESR1,1.0,1.0,1.0,10.0,74.80006383,0.913037313,0.4997111,0.0,-24.67385,1,AKT_1.ESR1,TRAINSET
CAL-148,AKT_1,ESR1,1.0,1.0,1.0,0.0,100.0,0.261448664,2.01968,23.13591084,-36.15162,-1,AKT_1.ESR1,TRAINSET
CAL-51,AKT_1,ESR1,1.0,1.0,1.0,0.0,100.0,1.0,1.2975847,53.31734371,9.791399,1,AKT_1.ESR1,TRAINSET
CAMA-1,AKT_1,ESR1,1.0,1.0,0.054632006,1.3999442,56.8561087,0.317909498,10.0,29.79924442,33.99801,1,AKT_1.ESR1,TRAINSET
DU-4475,AKT_1,ESR1,1.0,1.0,1.0,10.0,83.20005682,0.222341745,0.8553543,0.0,-18.34233,1,AKT_1.ESR1,TRAINSET
HCC1143,AKT_1,ESR1,1.0,1.0,1.0,0.0,100.0,0.168050497,0.8434343,68.44974961,-13.36032,1,AKT_1.ESR1,TRAINSET
HCC1937,AKT_1,ESR1,1.0,1.0,1.0,0.0,100.0,1.0,0.5739381,43.59387331,-12.8115,1,AKT_1.ESR1,TRAINSET
HCC38,AKT_1,ESR1,1.0,1.0,1.0,0.0,100.0,0.100338819,10.0,94.09998896,-11.54618,1,AKT_1.ESR1,TRAINSET
Hs-578-T,AKT_1,ESR1,1.0,1.0,1.0,10.0,88.80007087,1.0,0.5646611,0.45209167,-6.839067,1,AKT_1.ESR1,TRAINSET
MDA-MB-231,AKT_1,ESR1,1.0,1.0,1.0,0.0,100.0,0.240753169,1.6934801,85.23036209,1.7249,1,AKT_1.ESR1,TRAINSET
MDA-MB-468,AKT_1,ESR1,1.0,1.0,1.0,0.0,100.0,0.582836884,0.9724499,32.86319663,-5.470392,1,AKT_1.ESR1,TRAINSET
MFM-223,AKT_1,ESR1,1.0,1.0,0.112109311,10.0,90.89977166,0.229422706,0.8624146,8.5816363,-2.276035,1,AKT_1.ESR1,TRAINSET
BT-20,ESR1,FGFR,1.0,1.0,1.0,2.3617227,75.845241,0.282437493,10.0,90.09976429,2.885581,1,ESR1.FGFR,TRAINSET
BT-549,ESR1,FGFR,1.0,1.0,0.10279585,10.0,68.24968974,0.0001,0.1,91.62597064,9.718463,1,ESR1.FGFR,TRAINSET
CAL-148,ESR1,FGFR,1.0,1.0,1.0,0.0,100.0,1.0,0.0,100.0,-103.2407,-1,ESR1.FGFR,TRAINSET
CAL-51,ESR1,FGFR,1.0,1.0,1.0,10.0,90.40005905,1.0,0.0,100.0,4.746579,1,ESR1.FGFR,TRAINSET
DU-4475,ESR1,FGFR,1.0,1.0,0.310744358,10.0,79.89981366,1.0,0.0,100.0,-1.599624,1,ESR1.FGFR,TRAINSET
HCC1187,ESR1,FGFR,1.0,1.0,1.0,10.0,91.80002355,1.0,0.0,100.0,2.281585,1,ESR1.FGFR,TRAINSET
HCC1395,ESR1,FGFR,1.0,1.0,0.014540091,2.2572919,53.39847255,1.0,0.0,100.0,-0.7297311,1,ESR1.FGFR,TRAINSET
HCC1806,ESR1,FGFR,1.0,1.0,0.0001,0.1,92.28297634,0.0001,0.1,94.4258199,3.388686,1,ESR1.FGFR,TRAINSET
HCC1937,ESR1,FGFR,1.0,1.0,1.0,0.0,100.0,1.0,0.0,100.0,6.788332,1,ESR1.FGFR,TRAINSET
HCC70,ESR1,FGFR,1.0,1.0,1.0,0.0,100.0,1.0,0.0,100.0,-24.96078,1,ESR1.FGFR,TRAINSET
MDA-MB-157,ESR1,FGFR,1.0,1.0,0.028120129,1.2404934,33.26129402,1.0,0.0,100.0,1.102474,1,ESR1.FGFR,TRAINSET
MDA-MB-436,ESR1,FGFR,1.0,1.0,1.0,10.0,88.40019858,1.0,0.0,100.0,-16.33541,1,ESR1.FGFR,TRAINSET
MFM-223,ESR1,FGFR,1.0,1.0,0.099323521,10.0,30.7494546,1.0,0.0,100.0,60.70514,-3,ESR1.FGFR,TRAINSET
CAL-120,ESR1,MAP2K_1,1.0,1.0,1.0,0.6061888,63.86694469,0.028808052,10.0,94.66665694,13.94696,1,ESR1.MAP2K_1,TRAINSET
CAL-148,ESR1,MAP2K_1,1.0,1.0,0.0001,0.1,83.90915519,1.0,0.0,100.0,-6.077363,1,ESR1.MAP2K_1,TRAINSET
CAL-51,ESR1,MAP2K_1,1.0,1.0,0.024418356,1.3564688,94.64515738,1.0,0.0,100.0,2.210563,1,ESR1.MAP2K_1,TRAINSET
DU-4475,ESR1,MAP2K_1,1.0,1.0,0.029819098,1.8515993,0.0,1.0,0.9694468,68.59759504,11.26972,1,ESR1.MAP2K_1,TRAINSET
HCC1187,ESR1,MAP2K_1,1.0,1.0,0.499980864,0.5610505,21.41715234,1.0,0.0,100.0,26.22214,1,ESR1.MAP2K_1,TRAINSET
HCC1428,ESR1,MAP2K_1,1.0,1.0,1.0,0.0,100.0,0.2692887,10.0,56.99959043,-20.26795,1,ESR1.MAP2K_1,TRAINSET
HCC1937,ESR1,MAP2K_1,1.0,1.0,0.84573123,0.6055105,69.10984591,1.0,0.0,100.0,3.267776,1,ESR1.MAP2K_1,TRAINSET
Hs-578-T,ESR1,MAP2K_1,1.0,1.0,0.167322335,10.0,93.87131791,1.0,0.0,100.0,-24.04518,-1,ESR1.MAP2K_1,TRAINSET
MDA-MB-157,ESR1,MAP2K_1,1.0,1.0,0.078268866,0.95917,61.78361463,1.0,0.0,100.0,2.434991,1,ESR1.MAP2K_1,TRAINSET
MDA-MB-231,ESR1,MAP2K_1,1.0,1.0,0.316058807,1.6402465,46.46814817,1.0,0.0,100.0,10.08948,1,ESR1.MAP2K_1,TRAINSET
MDA-MB-453,ESR1,MAP2K_1,1.0,1.0,0.587015342,1.3012013,45.97811225,0.275304353,10.0,87.8999035,3.625408,1,ESR1.MAP2K_1,TRAINSET
MDA-MB-468,ESR1,MAP2K_1,1.0,1.0,0.135672413,2.916042,90.38676114,1.0,10.0,94.20010659,-0.6210341,1,ESR1.MAP2K_1,TRAINSET
MFM-223,ESR1,MAP2K_1,1.0,1.0,1.0,0.0,100.0,1.0,0.0,100.0,5.232049,-3,ESR1.MAP2K_1,TRAINSET
BT-549,ESR1,MTOR_1,1.0,1.0,0.517856842,0.8492211,0.0,1.0,0.0,100.0,6.927788,1,ESR1.MTOR_1,TRAINSET
CAL-120,ESR1,MTOR_1,1.0,1.0,0.170267659,0.7249535,16.80629914,0.273329287,10.0,90.79962966,-19.51674,1,ESR1.MTOR_1,TRAINSET
CAL-51,ESR1,MTOR_1,1.0,1.0,0.317725511,1.7850956,16.82081227,0.91773549,9.8529685,85.27926859,7.650171,1,ESR1.MTOR_1,TRAINSET
CAMA-1,ESR1,MTOR_1,1.0,1.0,0.350564957,3.120065,24.85255957,0.045290246,1.3443999,52.43308249,44.15751,1,ESR1.MTOR_1,TRAINSET
DU-4475,ESR1,MTOR_1,1.0,1.0,0.352598931,1.6744564,0.0,1.0,10.0,81.40001649,-1.132942,1,ESR1.MTOR_1,TRAINSET
HCC1187,ESR1,MTOR_1,1.0,1.0,0.26743465,10.0,11.89907573,1.0,0.0,100.0,7.028081,1,ESR1.MTOR_1,TRAINSET
HCC1806,ESR1,MTOR_1,1.0,1.0,0.211206786,2.0155687,14.28857738,1.0,0.0,100.0,4.708188,1,ESR1.MTOR_1,TRAINSET
HCC70,ESR1,MTOR_1,1.0,1.0,0.286185367,1.7963175,34.27996636,1.0,0.0,100.0,9.591303,1,ESR1.MTOR_1,TRAINSET
Hs-578-T,ESR1,MTOR_1,1.0,1.0,0.269327152,4.3949111,33.79483419,1.0,0.0,100.0,-19.04828,-1,ESR1.MTOR_1,TRAINSET
MDA-MB-157,ESR1,MTOR_1,1.0,1.0,0.207681169,1.7225425,43.48284835,1.0,0.0,100.0,-4.245935,1,ESR1.MTOR_1,TRAINSET
MDA-MB-231,ESR1,MTOR_1,1.0,1.0,0.439341073,1.1089629,21.0862109,1.0,0.0,100.0,14.12636,1,ESR1.MTOR_1,TRAINSET
MDA-MB-453,ESR1,MTOR_1,1.0,1.0,0.226984719,3.6988831,12.53064877,0.291494846,10.0,92.99993593,16.11686,1,ESR1.MTOR_1,TRAINSET
BT-20,AKT_1,ESR1_1,3.0,3.0,1.44767486,10.0,79.28582678,1.692116,0.905353,22.05266733,-12.6923,1,AKT_1.ESR1_1,TRAINSET
BT-474,AKT_1,ESR1_1,3.0,3.0,0.0003,0.1,39.39624018,0.187816725,1.4623649,6.41500222,25.40946,1,AKT_1.ESR1_1,TRAINSET
CAMA-1,AKT_1,ESR1_1,3.0,3.0,0.283379177,0.231355,0.0,1.570571217,1.4319702,0.0,47.2247,1,AKT_1.ESR1_1,TRAINSET
EVSA-T,AKT_1,ESR1_1,3.0,3.0,3.0,0.383871,21.78634563,0.240398524,0.8027073,0.0,-6.024088,1,AKT_1.ESR1_1,TRAINSET
HCC1187,AKT_1,ESR1_1,3.0,3.0,1.029386509,10.0,69.39930543,0.048849554,0.5855834,20.9511988,5.116957,1,AKT_1.ESR1_1,TRAINSET
HCC1569,AKT_1,ESR1_1,3.0,3.0,3.0,10.0,84.60016971,2.054738087,0.6231873,0.0,12.53683,1,AKT_1.ESR1_1,TRAINSET
MCF7,AKT_1,ESR1_1,3.0,3.0,0.0003,0.1,29.87252246,0.146780963,0.3700867,19.51899247,127.2922,1,AKT_1.ESR1_1,TRAINSET
MDA-MB-415,AKT_1,ESR1_1,3.0,3.0,3.0,0.2513992,61.49512387,0.267076135,1.1606021,34.72575018,49.00117,1,AKT_1.ESR1_1,TRAINSET
MDA-MB-436,AKT_1,ESR1_1,10.0,3.0,10.0,10.0,90.60059074,3.0,10.0,36.80120481,-131.3238,-1,AKT_1.ESR1_1,TRAINSET
MDA-MB-468,AKT_1,ESR1_1,3.0,3.0,1.0,0.0,100.0,0.522697739,10.0,89.14808997,-37.62277,-1,AKT_1.ESR1_1,TRAINSET
BT-474,ESR1_1,MTOR_1,1.0,3.0,0.108596307,2.6594628,25.29319347,0.0003,0.1,43.13950317,-8.310624,1,ESR1_1.MTOR_1,TRAINSET
HCC1187,ESR1_1,MTOR_1,1.0,3.0,0.132716869,2.1075901,39.36781243,1.412007619,4.0214089,75.47008413,2.056431,-1,ESR1_1.MTOR_1,TRAINSET
HCC1395,ESR1_1,MTOR_1,1.0,3.0,0.296024221,10.0,59.49952085,3.0,10.0,56.2002508,-45.46293,-1,ESR1_1.MTOR_1,TRAINSET
HCC1569,ESR1_1,MTOR_1,1.0,3.0,0.13721429,0.4081398,0.0,3.0,0.9983261,49.94724014,6.21804,1,ESR1_1.MTOR_1,TRAINSET
HCC70,ESR1_1,MTOR_1,1.0,3.0,0.195422906,10.0,85.47397202,0.16575483,10.0,85.10035976,-0.0411081,1,ESR1_1.MTOR_1,TRAINSET
MDA-MB-361,ESR1_1,MTOR_1,1.0,3.0,0.295102732,0.9516441,25.79097005,3.0,0.1934133,51.74956641,25.57379,1,ESR1_1.MTOR_1,TRAINSET
MDA-MB-415,ESR1_1,MTOR_1,1.0,3.0,0.058323638,1.1224283,16.79369956,3.0,0.1507423,48.43973087,14.36195,1,ESR1_1.MTOR_1,TRAINSET
MDA-MB-436,ESR1_1,MTOR_1,1.0,3.0,0.1089987,0.5179892,18.23898311,0.294710161,10.0,91.54995499,-14.06975,1,ESR1_1.MTOR_1,TRAINSET
MDA-MB-453,ESR1_1,MTOR_1,1.0,3.0,0.069021477,1.4244908,7.43241608,3.0,0.9229471,44.00939287,20.34692,1,ESR1_1.MTOR_1,TRAINSET
MDA-MB-468,ESR1_1,MTOR_1,1.0,3.0,0.175366334,2.7639974,25.5527518,1.0,0.0,100.0,-42.74192,-1,ESR1_1.MTOR_1,TRAINSET
T47D,ESR1_1,MTOR_1,1.0,3.0,0.102130701,1.095705,20.05783043,0.0003,0.1,31.63280982,23.26164,1,ESR1_1.MTOR_1,TRAINSET
BT-20,ESR1_1,PIK3C,3.0,0.1,1.023124978,10.0,41.99876028,1.0,0.0,100.0,47.01936,1,ESR1_1.PIK3C,TRAINSET
BT-474,ESR1_1,PIK3C,3.0,3.0,0.626068687,1.8026778,0.0,0.0003,0.1,62.99703512,61.02119,1,ESR1_1.PIK3C,TRAINSET
HCC1395,ESR1_1,PIK3C,3.0,3.0,0.152350064,4.3502516,43.49509514,3.0,10.0,69.40273728,-49.62981,-1,ESR1_1.PIK3C,TRAINSET
HCC1569,ESR1_1,PIK3C,3.0,3.0,0.820422153,0.4137465,0.0,3.0,0.1972719,38.77918142,1.11613,1,ESR1_1.PIK3C,TRAINSET
HCC1954,ESR1_1,PIK3C,3.0,3.0,0.979539497,10.0,20.39887436,3.0,1.8009823,11.40212754,-6.294411,1,ESR1_1.PIK3C,TRAINSET
HCC70,ESR1_1,PIK3C,3.0,3.0,0.579739756,1.4813992,7.21307531,0.103232428,10.0,78.86650316,18.45182,1,ESR1_1.PIK3C,TRAINSET
MCF7,ESR1_1,PIK3C,3.0,3.0,0.339188064,2.8581567,13.72428666,0.0003,0.1,27.23665383,71.06812,1,ESR1_1.PIK3C,TRAINSET
MDA-MB-361,ESR1_1,PIK3C,3.0,3.0,0.39654229,0.9190162,0.0,3.0,0.1217477,47.09649742,43.87407,1,ESR1_1.PIK3C,TRAINSET
MDA-MB-453,ESR1_1,PIK3C,3.0,3.0,1.074279251,1.3801019,0.0,3.0,1.267985,49.65875815,47.09623,1,ESR1_1.PIK3C,TRAINSET
MDA-MB-468,ESR1_1,PIK3C,3.0,3.0,2.66305909,1.1291651,0.0,0.0003,0.1,81.8301511,-22.43497,1,ESR1_1.PIK3C,TRAINSET
BT-474,ESR1_3,MTOR_1,1.0,3.0,0.17655843,0.6826946,0.0,2.325796553,0.1850004,0.0,-29.96694,1,ESR1_3.MTOR_1,TRAINSET
CAMA-1,ESR1_3,MTOR_1,1.0,3.0,0.119523951,4.3633709,21.1049097,0.307581818,5.593396,84.24562995,27.69442,-1,ESR1_3.MTOR_1,TRAINSET
EVSA-T,ESR1_3,MTOR_1,1.0,3.0,0.142018729,1.3851926,2.25843868,3.0,0.6040967,45.5692872,17.99035,1,ESR1_3.MTOR_1,TRAINSET
HCC1187,ESR1_3,MTOR_1,1.0,3.0,0.124904712,0.9349942,17.46440276,0.0003,0.1,78.61284928,41.05598,1,ESR1_3.MTOR_1,TRAINSET
HCC1395,ESR1_3,MTOR_1,1.0,3.0,1.0,0.1217216,5.48876555,0.0003,0.1,68.54902463,-48.17627,1,ESR1_3.MTOR_1,TRAINSET
HCC1569,ESR1_3,MTOR_1,1.0,3.0,0.089615838,0.608836,19.84214238,0.0003,0.1,75.61896044,-5.036041,1,ESR1_3.MTOR_1,TRAINSET
MCF7,ESR1_3,MTOR_1,1.0,3.0,0.1171657,1.7901112,12.68716746,0.103888136,3.999231,63.34617488,32.98485,1,ESR1_3.MTOR_1,TRAINSET
MDA-MB-361,ESR1_3,MTOR_1,1.0,3.0,0.144848021,1.3223668,36.19581605,0.066283365,0.5966194,76.33129405,19.57296,1,ESR1_3.MTOR_1,TRAINSET
MDA-MB-436,ESR1_3,MTOR_1,1.0,0.01,0.268586584,10.0,66.5986659,1e-06,0.1,87.04024094,-125.7819,-1,ESR1_3.MTOR_1,TRAINSET
MDA-MB-468,ESR1_3,MTOR_1,1.0,3.0,0.315816692,10.0,26.79919107,1.0,0.0,100.0,-73.65424,-1,ESR1_3.MTOR_1,TRAINSET
BT-20,BCL2_BCL2L1,FASN,1.0,1.0,0.633953198,0.7528231,32.47987797,1.0,0.8094733,49.83375186,14.10614,1,BCL2_BCL2L1.FASN,TRAINSET
CAL-148,BCL2_BCL2L1,FASN,1.0,1.0,0.302232182,10.0,94.59996274,0.316074726,1.8726829,24.89368325,8.727391,1,BCL2_BCL2L1.FASN,TRAINSET
HCC1143,BCL2_BCL2L1,FASN,1.0,1.0,1.0,0.3375237,83.75033813,0.324375251,10.0,60.19947958,-31.69333,1,BCL2_BCL2L1.FASN,TRAINSET
HCC1395,BCL2_BCL2L1,FASN,1.0,1.0,1.0,0.0,100.0,1.0,0.9105938,81.6072213,7.325554,-3,BCL2_BCL2L1.FASN,TRAINSET
HCC1806,BCL2_BCL2L1,FASN,1.0,1.0,0.294043963,10.0,91.99989556,1.0,10.0,81.40011129,8.153521,1,BCL2_BCL2L1.FASN,TRAINSET
HCC1937,BCL2_BCL2L1,FASN,1.0,1.0,1.0,0.0,100.0,0.241393187,1.4494081,66.95111519,13.64902,1,BCL2_BCL2L1.FASN,TRAINSET
HCC38,BCL2_BCL2L1,FASN,1.0,1.0,1.0,0.0,100.0,0.174261185,2.3034377,10.78865691,15.19502,1,BCL2_BCL2L1.FASN,TRAINSET
HCC70,BCL2_BCL2L1,FASN,1.0,1.0,1.0,0.0,100.0,1.0,0.0,100.0,-58.161,-1,BCL2_BCL2L1.FASN,TRAINSET
MDA-MB-231,BCL2_BCL2L1,FASN,1.0,1.0,0.324226066,10.0,92.6999006,1.0,0.7587807,17.16523206,25.91807,1,BCL2_BCL2L1.FASN,TRAINSET
MDA-MB-436,BCL2_BCL2L1,FASN,1.0,1.0,1.0,0.0,100.0,0.308756372,10.0,85.29988146,0.5523007,1,BCL2_BCL2L1.FASN,TRAINSET
MDA-MB-468,BCL2_BCL2L1,FASN,1.0,1.0,0.093557241,10.0,88.94988095,0.902379259,0.6597072,38.64076151,45.53811,1,BCL2_BCL2L1.FASN,TRAINSET
MFM-223,BCL2_BCL2L1,FASN,1.0,1.0,0.020494477,2.9976595,91.53057554,0.974409822,1.5965621,0.0,-20.67056,1,BCL2_BCL2L1.FASN,TRAINSET
M14,BCL2_BCL2L1,FASN,1.0,1.0,1.0,0.0,100.0,0.491043362,2.1298311,22.85614073,-25.09048,-1,BCL2_BCL2L1.FASN,TRAINSET
BT-549,FASN,MAP2K_1,1.0,1.0,0.018477229,10.0,87.95209198,1.0,0.4563833,76.31551922,0.5736392,1,FASN.MAP2K_1,TRAINSET
CAL-148,FASN,MAP2K_1,1.0,1.0,0.051272701,0.5961554,85.30271578,1.0,0.0,100.0,22.76802,1,FASN.MAP2K_1,TRAINSET
CAMA-1,FASN,MAP2K_1,1.0,1.0,1.0,0.0,100.0,0.075249142,10.0,86.34971517,7.072155,1,FASN.MAP2K_1,TRAINSET
HCC1143,FASN,MAP2K_1,1.0,1.0,0.306963267,1.6974674,64.83208217,1.0,0.0,100.0,18.10269,-1,FASN.MAP2K_1,TRAINSET
HCC1428,FASN,MAP2K_1,1.0,1.0,1.0,0.0,100.0,1.0,10.0,72.80005201,-7.004386,1,FASN.MAP2K_1,TRAINSET
HCC1937,FASN,MAP2K_1,1.0,1.0,1.0,0.3017898,75.49217404,1.0,0.0,100.0,5.805401,1,FASN.MAP2K_1,TRAINSET
HCC38,FASN,MAP2K_1,1.0,1.0,1.0,0.3073067,60.20677051,0.01453119,10.0,93.75171299,7.464531,1,FASN.MAP2K_1,TRAINSET
Hs-578-T,FASN,MAP2K_1,1.0,1.0,1.0,0.611711,40.21750816,0.078265865,10.0,89.14651157,15.77519,1,FASN.MAP2K_1,TRAINSET
MDA-MB-157,FASN,MAP2K_1,1.0,1.0,0.037497539,0.5245921,58.09746449,1.0,0.3779841,78.41273924,7.279093,1,FASN.MAP2K_1,TRAINSET
MDA-MB-231,FASN,MAP2K_1,1.0,1.0,0.398821453,1.3481003,36.01641198,1.0,0.0,100.0,24.94119,1,FASN.MAP2K_1,TRAINSET
MDA-MB-436,FASN,MAP2K_1,1.0,1.0,1.0,0.3688115,20.91049262,1.0,0.0,100.0,-3.088848,1,FASN.MAP2K_1,TRAINSET
MDA-MB-453,FASN,MAP2K_1,1.0,1.0,1.0,0.0,100.0,1.0,0.0,100.0,-36.42645,-1,FASN.MAP2K_1,TRAINSET
MFM-223,FASN,MAP2K_1,1.0,1.0,1.0,0.0,100.0,1.0,0.7880327,85.04062131,3.968367,1,FASN.MAP2K_1,TRAINSET
BT-549,FASN,MTOR_1,1.0,1.0,0.311977825,1.6225412,26.50023926,1.0,0.0,100.0,17.66288,1,FASN.MTOR_1,TRAINSET
CAL-148,FASN,MTOR_1,1.0,1.0,0.081707481,3.0422146,81.1849509,1.0,0.0,100.0,-8.579723,1,FASN.MTOR_1,TRAINSET
CAL-51,FASN,MTOR_1,1.0,1.0,0.315653071,1.3702596,15.39533351,1.0,0.0,100.0,12.98182,1,FASN.MTOR_1,TRAINSET
HCC1143,FASN,MTOR_1,1.0,1.0,0.306771775,10.0,54.99954858,1.0,0.0,100.0,-60.91582,-1,FASN.MTOR_1,TRAINSET
HCC1187,FASN,MTOR_1,1.0,1.0,0.225291355,4.4190139,13.07848925,1.0,0.2154601,79.10865063,-6.860539,1,FASN.MTOR_1,TRAINSET
HCC1395,FASN,MTOR_1,1.0,1.0,0.487730165,0.9187586,15.66787448,0.223242189,5.493424,92.09807563,-0.7101762,1,FASN.MTOR_1,TRAINSET
HCC1428,FASN,MTOR_1,1.0,1.0,1.0,0.703363,3.47072975,0.179885401,10.0,80.76269379,0.7984304,1,FASN.MTOR_1,TRAINSET
HCC38,FASN,MTOR_1,1.0,1.0,1.0,1.4401542,53.68241595,1.0,0.0,100.0,-9.105909,1,FASN.MTOR_1,TRAINSET
Hs-578-T,FASN,MTOR_1,1.0,1.0,0.239844029,2.8157838,26.76361552,1.0,0.0,100.0,7.24632,1,FASN.MTOR_1,TRAINSET
MDA-MB-157,FASN,MTOR_1,1.0,1.0,0.225480361,1.8433527,51.97496767,0.17790232,10.0,93.4233304,-0.2131888,1,FASN.MTOR_1,TRAINSET
MDA-MB-231,FASN,MTOR_1,1.0,1.0,0.402332628,0.8267566,13.08373935,1.0,10.0,94.60000716,-9.364899,1,FASN.MTOR_1,TRAINSET
M14,FASN,MTOR_1,1.0,1.0,1.0,0.471607,1.36484328,0.095290378,10.0,57.9499029,-19.81054,1,FASN.MTOR_1,TRAINSET
BT-549,AKT,FGFR,1.0,1.0,0.101135905,3.1136298,68.98926885,0.168647072,1.0782794,47.21380863,37.32471,1,AKT.FGFR,TRAINSET
CAL-120,AKT,FGFR,3.0,3.0,0.036113149,0.6199994,41.31208273,0.770775861,0.8894896,9.87358914,3.156817,1,AKT.FGFR,TRAINSET
CAL-120,AKT,FGFR,1.0,1.0,0.172476389,10.0,87.13606911,0.145434735,2.7805847,65.52403347,3.006479,1,AKT.FGFR,TRAINSET
CAL-148,AKT,FGFR,1.0,1.0,1.0,0.0,100.0,0.15877493,1.5110634,0.91253228,-4.114951,1,AKT.FGFR,TRAINSET
CAL-51,AKT,FGFR,1.0,1.0,1.0,0.5072323,60.84622491,1.0,0.7922611,0.1719168,8.624525,1,AKT.FGFR,TRAINSET
CAMA-1,AKT,FGFR,1.0,1.0,1.0,0.0,100.0,0.135636983,1.287325,8.76523699,-0.4255949,1,AKT.FGFR,TRAINSET
DMS-114,AKT,FGFR,3.0,3.0,0.150545093,2.0195352,15.77509306,3.0,0.5950601,2.91525863,15.5706,1,AKT.FGFR,TRAINSET
DU-4475,AKT,FGFR,1.0,1.0,1.0,0.0,100.0,0.331023751,10.0,42.29905032,12.5369,-1,AKT.FGFR,TRAINSET
HCC1187,AKT,FGFR,1.0,1.0,1.0,10.0,90.80011592,0.277754335,4.8935828,58.02071334,10.52669,1,AKT.FGFR,TRAINSET
HCC1395,AKT,FGFR,1.0,1.0,0.00946639,1.4350141,48.15495082,0.374680382,0.9209859,40.54520964,45.50561,1,AKT.FGFR,TRAINSET
HCC1806,AKT,FGFR,1.0,1.0,1.0,0.0,100.0,0.386971296,10.0,72.49792863,-13.23412,1,AKT.FGFR,TRAINSET
