"CELL_LINE","COMPOUND_A","COMPOUND_B","MAX_CONC_A","MAX_CONC_B","IC50_A","H_A","Einf_A","IC50_B","H_B","Einf_B","SYNERGY_SCORE","QA","COMBINATION_ID"
"NCI-H1975","PIK3CB","Topotecan","1","3",0.154313758,3.758496,27.10247912,3,0.6106304,26.47234668,NA,1,"PIK3CB.Topotecan"
"NCI-H2170","PIK3CB","Topotecan","0.1","3",0.06022704,1.7717237,0,3,0.3530209,43.68411514,NA,1,"PIK3CB.Topotecan"
"NCI-H2291","PIK3CB","Topotecan","0.3","3",0.045201905,1.3250173,47.53750794,3,1.1838571,83.65421769,NA,1,"PIK3CB.Topotecan"
"VCaP","ADAM17","PIK3CB_PIK3CD","1","10",0.813766767,0.6106086,57.11402857,3.662113874,2.1520555,66.23305452,NA,1,"ADAM17.PIK3CB_PIK3CD"
"J82","EG5","PIK3CB_PIK3CD","3","3",0.868511027,0.3813923,0,3e-04,0.1529908,0,NA,1,"EG5.PIK3CB_PIK3CD"
"SW780","EG5","PIK3CB_PIK3CD","3","0.003",1,0,100,1,0,100,NA,1,"EG5.PIK3CB_PIK3CD"
"TCCSUP","EG5","PIK3CB_PIK3CD","3","0.003",3,0.5767795,34.87887098,0.002758905,10,0,NA,1,"EG5.PIK3CB_PIK3CD"
"647-V","PARP1","PIK3CB_PIK3CD","3","3",0.709259696,1.4929412,9.24117665,3,10,92.80005411,NA,1,"PARP1.PIK3CB_PIK3CD"
"BFTC-905","PARP1","PIK3CB_PIK3CD","3","3",0.394211433,1.4652398,22.47700744,3,1.2427182,51.21154157,NA,1,"PARP1.PIK3CB_PIK3CD"
"TCCSUP","PARP1","PIK3CB_PIK3CD","3","3",3,0.5948693,27.26259895,3,2.169745,43.60769516,NA,1,"PARP1.PIK3CB_PIK3CD"
"UM-UC-3","PARP1","PIK3CB_PIK3CD","3","3",1.370723116,1.8014873,79.4803166,3,0.8211669,79.08566782,NA,1,"PARP1.PIK3CB_PIK3CD"
"VM-CUB-1","PARP1","PIK3CB_PIK3CD","3","3",3,1.3189327,65.35586294,3e-04,0.1,90.58582662,NA,1,"PARP1.PIK3CB_PIK3CD"
"BT-549","BCL2_BCL2L1","PIM1","1","1",0.168002844,1.8610775,75.49923541,1,1.3028489,55.75295509,NA,1,"BCL2_BCL2L1.PIM1"
"CAL-120","BCL2_BCL2L1","PIM1","1","1",1,0,100,0.317059621,0.6446565,22.45965652,NA,1,"BCL2_BCL2L1.PIM1"
"CAMA-1","BCL2_BCL2L1","PIM1","1","1",1,0,100,1,0,100,NA,1,"BCL2_BCL2L1.PIM1"
"HCC1395","BCL2_BCL2L1","PIM1","1","1",1,10,77.60000709,1,0,100,NA,1,"BCL2_BCL2L1.PIM1"
"HCC1428","BCL2_BCL2L1","PIM1","1","1",0.282690178,10,71.59980742,0.13553122,1.3823834,9.94552808,NA,1,"BCL2_BCL2L1.PIM1"
"HT-1376","BCL2_BCL2L1","PIM1","3","3",0.055116566,2.0776748,66.12445611,0.147391609,1.2581053,46.57548858,NA,1,"BCL2_BCL2L1.PIM1"
"J82","BCL2_BCL2L1","PIM1","3","3",0.111032884,1.2617305,82.9251181,1.060261627,10,76.79929208,NA,1,"BCL2_BCL2L1.PIM1"
"KU-19-19","BCL2_BCL2L1","PIM1","3","3",1,0,100,0.846831771,1.7709729,73.72717765,NA,1,"BCL2_BCL2L1.PIM1"
"MDA-MB-436","BCL2_BCL2L1","PIM1","1","1",0.266963565,2.0322957,92.59725768,1,0,100,NA,1,"BCL2_BCL2L1.PIM1"
"T-24","BCL2_BCL2L1","PIM1","3","0.3",1.152569112,10,88.69920649,0.3,0.7658107,74.25058473,NA,1,"BCL2_BCL2L1.PIM1"
"BT-20","MAP2K_1","PIM1","1","1",1,0.9438051,39.06938575,0.102976096,0.8329225,45.07137213,NA,1,"MAP2K_1.PIM1"
"CAMA-1","MAP2K_1","PIM1","1","1",1,10,89.40011356,1,0,100,NA,1,"MAP2K_1.PIM1"
"HCC1428","MAP2K_1","PIM1","1","1",0.10015043,1.6455088,73.24376866,1,0,100,NA,1,"MAP2K_1.PIM1"
"MDA-MB-157","MAP2K_1","PIM1","1","1",1,1.3620048,72.48386053,0.033728477,1.7717515,76.71531342,NA,1,"MAP2K_1.PIM1"
"MDA-MB-436","MAP2K_1","PIM1","1","1",0.032297314,10,87.63331821,0.040656089,0.8414125,59.05410485,NA,1,"MAP2K_1.PIM1"
"MFM-223","MAP2K_1","PIM1","1","1",1,0.1108129,39.52491107,1e-04,0.1,72.41267158,NA,1,"MAP2K_1.PIM1"
"CAL-148","PIK3C","PIM1","1","1",0.172890454,10,86.72602213,1,0.8032011,12.87674364,NA,1,"PIK3C.PIM1"
"CAL-51","PIK3C","PIM1","1","1",1,0,100,0.309221304,10,53.3996016,NA,1,"PIK3C.PIM1"
"HCC1428","PIK3C","PIM1","1","1",0.159146049,1.1462642,63.04922963,1,0.5509612,57.42408742,NA,1,"PIK3C.PIM1"
"MDA-MB-231","PIK3C","PIM1","1","1",0.066797895,0.8951449,88.63877698,0.097215219,0.9102355,72.4385089,NA,1,"PIK3C.PIM1"
"MDA-MB-453","PIK3C","PIM1","1","1",0.222001776,0.7179262,76.83577246,0.199958559,1.2518473,0,NA,1,"PIK3C.PIM1"
"MDA-MB-468","PIK3C","PIM1","1","1",1,0,100,1,1.4463974,61.45306203,NA,1,"PIK3C.PIM1"
"M14","PIK3C","PIM1","1","1",1,0.21255,65.12962101,0.756605615,0.8819163,0,NA,1,"PIK3C.PIM1"
"NCI-H1437","PIM1","TOP2_2","3","3",0.552035555,2.8000438,20.417457,0.350809361,10,81.49984234,NA,1,"PIM1.TOP2_2"
"NCI-H1703","PIM1","TOP2_2","1","3",0.36724571,1.5283961,0,0.263346761,0.6645817,71.60630705,NA,1,"PIM1.TOP2_2"
"NCI-H2085","PIM1","TOP2_2","3","3",1.201690331,0.7549597,0,0.533841763,10,90.89749563,NA,1,"PIM1.TOP2_2"
"NCI-H226","PIM1","TOP2_2","1","3",0.140099272,1.4437767,8.33812563,3,0.4535076,56.9595518,NA,1,"PIM1.TOP2_2"
"NCI-H2291","PIM1","TOP2_2","3","3",0.519964113,0.8575883,22.99443658,0.036425308,10,85.64997036,NA,1,"PIM1.TOP2_2"
"NCI-H23","PIM1","TOP2_2","1","3",0.143541617,2.3323542,19.63565444,3,10,83.40001371,NA,1,"PIM1.TOP2_2"
"HCC1937","AKT","PIP5K1","1","1",1,0.265551,86.56758596,0.295528146,0.7662847,58.81857219,NA,1,"AKT.PIP5K1"
"HCC70","AKT","PIP5K1","1","1",1,0,100,0.263338186,2.7395671,14.96660529,NA,1,"AKT.PIP5K1"
"MDA-MB-157","AKT","PIP5K1","1","1",1,0,100,0.26926445,10,69.99989557,NA,1,"AKT.PIP5K1"
"MDA-MB-231","AKT","PIP5K1","1","1",1,0,100,1,10,83.60010399,NA,1,"AKT.PIP5K1"
"MDA-MB-453","AKT","PIP5K1","1","1",0.316366403,10,94.59985668,0.278302757,1.2037865,18.36342366,NA,1,"AKT.PIP5K1"
"M14","AKT","PIP5K1","1","1",1e-04,0.1,86.51523635,0.262526506,2.7360029,39.14540929,NA,1,"AKT.PIP5K1"
"BT-20","MAP2K_1","PIP5K1","1","1",1,1.6361438,67.70272944,0.814803418,0.5587105,0,NA,1,"MAP2K_1.PIP5K1"
"BT-549","MAP2K_1","PIP5K1","1","1",1,0,100,1,0.8332287,71.16247536,NA,1,"MAP2K_1.PIP5K1"
"HCC1806","MAP2K_1","PIP5K1","1","1",1,0,100,0.307030373,1.0628797,21.46129862,NA,1,"MAP2K_1.PIP5K1"
"HCC38","MAP2K_1","PIP5K1","1","1",1,0,100,0.055695508,10,91.39564159,NA,1,"MAP2K_1.PIP5K1"
"MDA-MB-231","MAP2K_1","PIP5K1","1","1",1,0,100,0.32834716,2.2750669,50.56272868,NA,1,"MAP2K_1.PIP5K1"
"MDA-MB-436","MAP2K_1","PIP5K1","1","1",0.302008651,10,93.99995318,0.090802472,0.5808182,46.38151772,NA,1,"MAP2K_1.PIP5K1"
"BT-20","PIK3C","PIP5K1","1","1",1,1.5796892,64.81741776,0.764675936,0.7575403,0,NA,1,"PIK3C.PIP5K1"
"CAL-51","PIK3C","PIP5K1","1","1",1,0.6741982,76.33321222,1,0.8894462,1.36550093,NA,1,"PIK3C.PIP5K1"
"HCC1143","PIK3C","PIP5K1","1","1",1,0,100,0.255427104,1.4558132,53.42704944,NA,1,"PIK3C.PIP5K1"
"HCC1395","PIK3C","PIP5K1","1","1",1,0,100,0.457724256,1.7371146,33.48464493,NA,1,"PIK3C.PIP5K1"
"HCC1428","PIK3C","PIP5K1","1","1",1,0,100,1,1.1988583,57.11365124,NA,1,"PIK3C.PIP5K1"
"MDA-MB-231","PIK3C","PIP5K1","1","1",1,0,100,1,0.7435892,57.06038668,NA,1,"PIK3C.PIP5K1"
"MFM-223","PIK3C","PIP5K1","1","1",0.295536028,10,91.99978325,0.865648921,1.0294038,0,NA,1,"PIK3C.PIP5K1"
"CAL-51","PIK3CB_PIK3CD","PIP5K1","1","1",1,0.4124504,84.84888186,0.058309961,2.5546154,89.47758346,NA,1,"PIK3CB_PIK3CD.PIP5K1"
"HCC1143","PIK3CB_PIK3CD","PIP5K1","1","1",0.014726503,1.2779344,82.69463008,0.262626331,1.5236974,67.1100577,NA,1,"PIK3CB_PIK3CD.PIP5K1"
"HCC1395","PIK3CB_PIK3CD","PIP5K1","1","1",1,0,100,0.150603052,0.3989214,48.06851817,NA,1,"PIK3CB_PIK3CD.PIP5K1"
"HCC1428","PIK3CB_PIK3CD","PIP5K1","1","1",1,0,100,0.148447379,10,90.20102439,NA,1,"PIK3CB_PIK3CD.PIP5K1"
"HCC70","PIK3CB_PIK3CD","PIP5K1","1","1",1,0,100,0.121170468,0.8590589,0,NA,1,"PIK3CB_PIK3CD.PIP5K1"
"MDA-MB-453","PIK3CB_PIK3CD","PIP5K1","1","1",1,0,100,0.184717835,1.0812877,29.62741853,NA,1,"PIK3CB_PIK3CD.PIP5K1"
"BT-20","BCL2_BCL2L1","SLC16A4","1","1",0.193133917,1.6118652,88.76658301,0.334724942,1.4918195,78.18516311,NA,1,"BCL2_BCL2L1.SLC16A4"
"BT-549","BCL2_BCL2L1","SLC16A4","1","1",1,0.3606004,80.52991007,1,0.3616725,69.62469103,NA,1,"BCL2_BCL2L1.SLC16A4"
"CAL-51","BCL2_BCL2L1","SLC16A4","1","1",1,0,100,1,1.2553758,88.16895291,NA,1,"BCL2_BCL2L1.SLC16A4"
"HCC1937","BCL2_BCL2L1","SLC16A4","1","1",1,0,100,1,1.0495521,45.98197338,NA,1,"BCL2_BCL2L1.SLC16A4"
"HCC70","BCL2_BCL2L1","SLC16A4","1","1",0.995869031,9.9999448,89.81085975,1,0,100,NA,1,"BCL2_BCL2L1.SLC16A4"
"MDA-MB-468","BCL2_BCL2L1","SLC16A4","1","1",1,0,100,0.292164641,10,77.1998478,NA,1,"BCL2_BCL2L1.SLC16A4"
"M14","BCL2_BCL2L1","SLC16A4","1","1",1,2.1813552,84.05273912,0.054551434,0.6854004,12.49766345,NA,1,"BCL2_BCL2L1.SLC16A4"
"CAL-148","FGFR","SLC16A4","1","1",1,0,100,1,0,100,NA,1,"FGFR.SLC16A4"
"CAL-51","FGFR","SLC16A4","1","1",1,10,94.60003541,1,0,100,NA,1,"FGFR.SLC16A4"
"HCC1143","FGFR","SLC16A4","1","1",0.069685868,0.7314138,91.01482103,1,10,93.40006153,NA,1,"FGFR.SLC16A4"
"HCC1937","FGFR","SLC16A4","1","1",1,0,100,1,0,100,NA,1,"FGFR.SLC16A4"
"MDA-MB-231","FGFR","SLC16A4","1","1",0.250066358,2.018459,42.8064373,1,0,100,NA,1,"FGFR.SLC16A4"
"MDA-MB-468","FGFR","SLC16A4","1","1",1,0,100,1,0,100,NA,1,"FGFR.SLC16A4"
"BT-549","MAP2K_1","SLC16A4","1","1",0.231744299,0.1,64.84667122,0.022180872,0.9359385,77.56689754,NA,1,"MAP2K_1.SLC16A4"
"CAL-51","MAP2K_1","SLC16A4","1","1",1,0.1742365,82.29581594,1,0.1817477,83.00654575,NA,1,"MAP2K_1.SLC16A4"
"HCC1428","MAP2K_1","SLC16A4","1","1",1e-04,0.1,86.79852296,1,0,100,NA,1,"MAP2K_1.SLC16A4"
"HCC1937","MAP2K_1","SLC16A4","1","1",1,0,100,0.108312161,10,63.90025273,NA,1,"MAP2K_1.SLC16A4"
"MDA-MB-231","MAP2K_1","SLC16A4","1","1",0.269940057,2.0272245,39.42526933,0.325777124,1.6867419,45.21941765,NA,1,"MAP2K_1.SLC16A4"
"MDA-MB-453","MAP2K_1","SLC16A4","1","1",1e-04,0.1,82.51714886,1e-04,0.1,94.42299684,NA,1,"MAP2K_1.SLC16A4"
"M14","MAP2K_1","SLC16A4","1","1",0.055806696,10,93.16875239,0.14631053,1.2688282,18.30071733,NA,1,"MAP2K_1.SLC16A4"
"CAL-51","MTOR_1","SLC16A4","1","1",0.19459499,2.7625863,93.40781194,0.236502418,1.9279356,25.37922791,NA,1,"MTOR_1.SLC16A4"
"CAMA-1","MTOR_1","SLC16A4","1","1",1,0,100,0.537746376,1.3719224,0,NA,1,"MTOR_1.SLC16A4"
"HCC1187","MTOR_1","SLC16A4","1","1",1,0,100,0.261765194,10,13.09937563,NA,1,"MTOR_1.SLC16A4"
"HCC1395","MTOR_1","SLC16A4","1","1",0.363126534,10,90.69962758,0.25761167,1.028966,29.16001257,NA,1,"MTOR_1.SLC16A4"
"HCC1806","MTOR_1","SLC16A4","1","1",1,0,100,0.235925504,1.0705437,0.23824651,NA,1,"MTOR_1.SLC16A4"
"HCC1937","MTOR_1","SLC16A4","1","1",1,0,100,1,0.6645058,58.67046932,NA,1,"MTOR_1.SLC16A4"
"Hs-578-T","MTOR_1","SLC16A4","1","1",1,0,100,0.428372246,0.7886517,0,NA,1,"MTOR_1.SLC16A4"
"BT-20","PIK3CB_PIK3CD","SLC16A4","1","1",0.403801427,0.7052304,85.20228916,0.140675261,1.5382874,85.41725415,NA,1,"PIK3CB_PIK3CD.SLC16A4"
"BT-549","PIK3CB_PIK3CD","SLC16A4","1","1",1,0,100,0.11213835,0.8978881,44.44187504,NA,1,"PIK3CB_PIK3CD.SLC16A4"
"CAMA-1","PIK3CB_PIK3CD","SLC16A4","1","1",1,0,100,0.170979245,1.4018573,18.44540285,NA,1,"PIK3CB_PIK3CD.SLC16A4"
"HCC1428","PIK3CB_PIK3CD","SLC16A4","1","1",0.085430823,0.4260729,88.90069501,1,10,91.60004008,NA,1,"PIK3CB_PIK3CD.SLC16A4"
"MDA-MB-453","PIK3CB_PIK3CD","SLC16A4","1","1",1,10,87.80008248,0.344676493,1.0610289,22.72404525,NA,1,"PIK3CB_PIK3CD.SLC16A4"
"MFM-223","PIK3CB_PIK3CD","SLC16A4","1","1",1,0,100,0.339304461,10,82.29963797,NA,1,"PIK3CB_PIK3CD.SLC16A4"
"M14","PIK3CB_PIK3CD","SLC16A4","1","1",1,0,100,0.484441953,1.1355824,0,NA,1,"PIK3CB_PIK3CD.SLC16A4"
"COLO-205","IGFR_3","TKI","3","10",1.040443503,10,72.39929185,0.544157749,1.3013,25.91879268,NA,1,"IGFR_3.TKI"
"HT-29","IGFR_3","TKI","3","10",3,0.8373213,36.24608274,0.461309533,0.4324893,0,NA,1,"IGFR_3.TKI"
"SW620","IGFR_3","TKI","3","3",3e-04,0.1,87.89999116,0.048993254,10,91.85079719,NA,1,"IGFR_3.TKI"
"A549","CSNK2A1_2","TNFSF10","0.03","0.1",0.03,10,90.60003384,0.016749424,4.7519271,7.87378373,NA,1,"CSNK2A1_2.TNFSF10"
"NCI-H1437","CSNK2A1_2","TNFSF10","0.03","0.1",0.012361361,1.973583,0,0.01255893,2.805566,11.05832142,NA,1,"CSNK2A1_2.TNFSF10"
"NCI-H1793","CSNK2A1_2","TNFSF10","0.03","0.1",1,0,100,0.01105467,1.9815554,6.00627371,NA,1,"CSNK2A1_2.TNFSF10"
"NCI-H1975","CSNK2A1_2","TNFSF10","0.03","0.03",0.002860382,10,36.29969256,0.022521636,2.625828,0,NA,1,"CSNK2A1_2.TNFSF10"
"NCI-H838","CSNK2A1_2","TNFSF10","0.03","0.1",1,0,100,0.007573649,2.4967638,4.00058481,NA,1,"CSNK2A1_2.TNFSF10"
"SW900","CSNK2A1_2","TNFSF10","0.03","0.01",0.003159673,2.02469,4.67373487,0.003962395,1.2289763,5.96521848,NA,1,"CSNK2A1_2.TNFSF10"
"BT-20","AKT","TNKS_PARP6","1","1",0.038898677,2.1046042,1.28445445,1,0.8817495,58.24252022,NA,1,"AKT.TNKS_PARP6"
"CAL-51","AKT","TNKS_PARP6","1","1",0.136404728,7.3920445,1.65551222,1,0.5329844,9.10822275,NA,1,"AKT.TNKS_PARP6"
"HCC1395","AKT","TNKS_PARP6","1","1",0.003942842,1.1668269,10.46371253,0.290638642,1.267229,45.26405476,NA,1,"AKT.TNKS_PARP6"
"HCC1428","AKT","TNKS_PARP6","1","1",0.028223662,10,46.29978773,1,0,100,NA,1,"AKT.TNKS_PARP6"
"Hs-578-T","AKT","TNKS_PARP6","1","1",0.021427684,1.6965988,12.81309467,0.476466142,0.862345,22.23769159,NA,1,"AKT.TNKS_PARP6"
"MDA-MB-231","AKT","TNKS_PARP6","1","1",0.049508087,1.5425701,19.20278659,0.340171076,10,83.2996509,NA,1,"AKT.TNKS_PARP6"
"MDA-MB-436","AKT","TNKS_PARP6","1","1",0.000802736,0.5680925,10.57977306,0.32214674,10,84.19979754,NA,1,"AKT.TNKS_PARP6"
"CAL-51","FGFR","TNKS_PARP6","1","1",0.022666523,2.0544368,0.9237398,1,0.7464146,61.44362439,NA,1,"FGFR.TNKS_PARP6"
"CAMA-1","FGFR","TNKS_PARP6","1","1",0.025035758,2.0470335,24.35793422,1,0,100,NA,1,"FGFR.TNKS_PARP6"
"DU-4475","FGFR","TNKS_PARP6","1","1",0.01260151,2.1193876,1.39254503,0.112054423,2.7763227,83.2392966,NA,1,"FGFR.TNKS_PARP6"
"HCC70","FGFR","TNKS_PARP6","1","1",0.053832483,2.0322922,28.13921034,1,0,100,NA,1,"FGFR.TNKS_PARP6"
"MDA-MB-436","FGFR","TNKS_PARP6","1","1",0.000240208,0.507311,11.75790764,1,2.9981906,81.80420738,NA,1,"FGFR.TNKS_PARP6"
"MDA-MB-468","FGFR","TNKS_PARP6","1","1",0.049872552,1.4551888,0,1,0,100,NA,1,"FGFR.TNKS_PARP6"
"MFM-223","FGFR","TNKS_PARP6","1","1",0.013467672,1.6459281,29.57101651,0.086623222,0.8811997,19.90739514,NA,1,"FGFR.TNKS_PARP6"
"BT-549","MTOR_1","TNKS_PARP6","1","1",0.197786698,6.2547543,14.19776301,0.247632277,2.2022896,27.29195273,NA,1,"MTOR_1.TNKS_PARP6"
"DU-4475","MTOR_1","TNKS_PARP6","1","1",0.014514615,2.4053351,0.81979694,0.093722442,0.7861927,0,NA,1,"MTOR_1.TNKS_PARP6"
"HCC1143","MTOR_1","TNKS_PARP6","1","1",0.027705953,1.6790855,24.16754341,0.443908822,0.8445536,15.62810709,NA,1,"MTOR_1.TNKS_PARP6"
"HCC1806","MTOR_1","TNKS_PARP6","1","1",0.019620564,2.5231918,2.73792437,0.240899266,2.4483119,19.31033079,NA,1,"MTOR_1.TNKS_PARP6"
"MDA-MB-157","MTOR_1","TNKS_PARP6","1","1",0.014937164,1.7169586,13.14465233,0.23690619,1.1659898,42.10999496,NA,1,"MTOR_1.TNKS_PARP6"
"MFM-223","MTOR_1","TNKS_PARP6","1","1",0.01756918,0.9204183,24.56012173,0.235408472,0.5029746,0,NA,1,"MTOR_1.TNKS_PARP6"
"M14","MTOR_1","TNKS_PARP6","1","1",0.00466557,1.1404522,16.66296234,1,0.8375691,22.41421242,NA,1,"MTOR_1.TNKS_PARP6"
"BT-20","PIK3CB_PIK3CD","TNKS_PARP6","1","1",0.038707903,1.7459817,0,1,0.7802174,57.76521336,NA,1,"PIK3CB_PIK3CD.TNKS_PARP6"
"CAL-120","PIK3CB_PIK3CD","TNKS_PARP6","1","1",0.009715503,0.3805749,38.36540881,0.249082919,10,70.2996211,NA,1,"PIK3CB_PIK3CD.TNKS_PARP6"
"HCC1806","PIK3CB_PIK3CD","TNKS_PARP6","1","1",0.016178668,2.2718283,2.21361533,0.332195278,10,86.79978044,NA,1,"PIK3CB_PIK3CD.TNKS_PARP6"
"Hs-578-T","PIK3CB_PIK3CD","TNKS_PARP6","1","1",0.026029024,1.7826349,14.81175335,0.200358148,1.1438656,69.37445516,NA,1,"PIK3CB_PIK3CD.TNKS_PARP6"
"MDA-MB-436","PIK3CB_PIK3CD","TNKS_PARP6","1","1",0.002501779,1.111445,14.22595651,0.18867753,1.8846494,69.60799016,NA,1,"PIK3CB_PIK3CD.TNKS_PARP6"
"MDA-MB-468","PIK3CB_PIK3CD","TNKS_PARP6","1","1",0.031360364,2.0789644,1.17933131,0.336488661,10,64.29932682,NA,1,"PIK3CB_PIK3CD.TNKS_PARP6"
"MFM-223","PIK3CB_PIK3CD","TNKS_PARP6","1","1",0.006811723,0.6626571,14.95776099,1,0.1362297,7.64829781,NA,1,"PIK3CB_PIK3CD.TNKS_PARP6"
"Calu-6","ALK_2","TOP2","3","3",3,1.1745023,61.53529261,2.966069829,2.4532744,0,NA,1,"ALK_2.TOP2"
"DMS-114","ALK_2","TOP2","3","3",3,1.3188029,34.45341157,3,0.1877286,21.23062849,NA,1,"ALK_2.TOP2"
"NCI-H1703","ALK_2","TOP2","3","3",3,0.6992377,25.62228942,1.500040878,1.8252091,0,NA,1,"ALK_2.TOP2"
"NCI-H1975","ALK_2","TOP2","3","3",0.000504149,9.850193,17.37999999,0.594398899,0.9004181,0,NA,1,"ALK_2.TOP2"
"NCI-H2228","ALK_2","TOP2","3","3",3e-04,0.1841597,0,0.017185191,0.2524727,0,NA,1,"ALK_2.TOP2"
"NCI-H2291","ALK_2","TOP2","3","3",1.120015635,10,72.89857387,2.726146432,1.5936834,0,NA,1,"ALK_2.TOP2"
"Calu-6","Doxorubicin","TOP2","3","0.3",3,0.6069426,58.96055559,0.040608575,1.481386,26.44962855,NA,1,"Doxorubicin.TOP2"
"NCI-H1793","Doxorubicin","TOP2","3","0.1",2.032819644,1.2213417,0,0.076985637,2.3541467,0,NA,1,"Doxorubicin.TOP2"
"NCI-H2085","Doxorubicin","TOP2","3","0.3",0.187072872,2.1330093,15.01029304,0.048282085,0.6751033,0,NA,1,"Doxorubicin.TOP2"
"NCI-H2228","Doxorubicin","TOP2","3","0.1",0.000335729,0.134654,0,0.03071563,0.6758748,0,NA,1,"Doxorubicin.TOP2"
"NCI-H358","Doxorubicin","TOP2","3","0.1",3,0.9805235,77.20746037,0.027322967,1.7876831,16.27319408,NA,1,"Doxorubicin.TOP2"
"NCI-H838","Doxorubicin","TOP2","3","0.1",2.310297572,1.6938541,0,0.030161197,5.2368563,9.53035265,NA,1,"Doxorubicin.TOP2"
"SW900","Doxorubicin","TOP2","3","0.1",3,0.7223969,54.52146992,0.019477763,1.8429515,20.57565482,NA,1,"Doxorubicin.TOP2"
"DMS-114","BCL2L1","Vinorelbine","0.1","3",0.037589858,1.4069198,0,3e-04,0.1,88.26289336,NA,1,"BCL2L1.Vinorelbine"
"NCI-H1299","BCL2L1","Vinorelbine","0.3","3",0.055294008,1.6599642,19.12780096,1,0,100,NA,1,"BCL2L1.Vinorelbine"
"NCI-H1703","BCL2L1","Vinorelbine","0.03","3",0.019754927,2.9429378,0,1,0,100,NA,1,"BCL2L1.Vinorelbine"
"NCI-H2085","BCL2L1","Vinorelbine","3","3",3e-04,0.1,21.41950051,0.030122533,2.9931448,67.42107783,NA,1,"BCL2L1.Vinorelbine"
"NCI-H23","BCL2L1","Vinorelbine","0.1","3",0.030031877,4.2693149,15.80772684,3,0.1767069,83.17551423,NA,1,"BCL2L1.Vinorelbine"
"NCI-H3122","BCL2L1","Vinorelbine","0.1","3",0.00652938,0.7800414,0,3e-04,0.1,37.36241357,NA,1,"BCL2L1.Vinorelbine"
"Calu-3","BCL2_2","Vinorelbine","0.03","3",3e-06,0.1,91.84648685,3,0.2267969,74.8669342,NA,1,"BCL2_2.Vinorelbine"
"Calu-6","BCL2_2","Vinorelbine","0.03","3",0.01560194,2.5832102,36.85410207,1,0,100,NA,1,"BCL2_2.Vinorelbine"
"NCI-H1563","BCL2_2","Vinorelbine","0.03","3",0.03,0.110001,29.77610721,3e-04,0.1,88.60104302,NA,1,"BCL2_2.Vinorelbine"
"NCI-H2085","BCL2_2","Vinorelbine","3","3",0.003088181,0.2412041,28.47027911,1,0,100,NA,1,"BCL2_2.Vinorelbine"
"NCI-H23","BCL2_2","Vinorelbine","0.1","3",0.030085121,10,15.19940317,1,0,100,NA,1,"BCL2_2.Vinorelbine"
"NCI-H520","BCL2_2","Vinorelbine","0.01","3",0.003225109,10,80.09972394,1,0,100,NA,1,"BCL2_2.Vinorelbine"
